% Model:              Data taken by AP-STD
% Version:            Merged file.  See EMPHATIC DocDB 1643
% Date:               Sep 13 2023, 10:53
% Dimension:          3
% Nodes:              53742
% Expressions:        3
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic flux density, z component
% Length unit:        mm
% X                       Y                        Z                        mfnc.Bx (T)              mfnc.By (T)              mfnc.Bz (T)
15                        15                       125                      0                        0                        0                       
-15                       -15                      130                      0                        0                        0                       
-10                       -15                      130                      0.0055506                -0.97245                 -0.147554               
-5                        -15                      130                      0.00731186               -0.972172                -0.147727               
0                         -15                      130                      0.0083509                -0.972503                -0.145912               
5                         -15                      130                      0.00925808               -0.973122                -0.142207               
10                        -15                      130                      0.010458                 -0.973955                -0.137022               
15                        -15                      130                      0                        0                        0                       
-15                       -10                      130                      0.00377601               -0.967029                -0.0964268              
-10                       -10                      130                      0.00569478               -0.965863                -0.0970046              
-5                        -10                      130                      0.00695183               -0.965451                -0.0961976              
0                         -10                      130                      0.00768771               -0.965537                -0.0941898              
5                         -10                      130                      0.00823282               -0.965956                -0.0909354              
10                        -10                      130                      0.00874283               -0.966672                -0.0866662              
15                        -10                      130                      0.00960064               -0.96871                 -0.0813752              
-15                       -5                       130                      0.00511103               -0.963616                -0.0445372              
-10                       -5                       130                      0.00624183               -0.962247                -0.0436598              
-5                        -5                       130                      0.00694773               -0.96169                 -0.0420355              
0                         -5                       130                      0.00735558               -0.961722                -0.0397033              
5                         -5                       130                      0.00744952               -0.962066                -0.0369132              
10                        -5                       130                      0.00737803               -0.963125                -0.033645               
15                        -5                       130                      0.0071959                -0.964816                -0.0299298              
-15                       0                        130                      0.00680696               -0.962822                0.0087655               
-10                       0                        130                      0.00713046               -0.961348                0.010946                
-5                        0                        130                      0.00725565               -0.960473                0.0134024               
0                         0                        130                      0.00723069               -0.960619                0.0159543               
5                         0                        130                      0.00695889               -0.960773                0.018461                
10                        0                        130                      0.00629492               -0.961891                0.0206964               
15                        0                        130                      0.00522603               -0.963503                0.0227428               
-15                       5                        130                      0.00864432               -0.964448                0.0621421               
-10                       5                        130                      0.0082444                -0.963101                0.0656033               
-5                        5                        130                      0.00782867               -0.962503                0.0689232               
0                         5                        130                      0.00734437               -0.962457                0.0717522               
5                         5                        130                      0.00665977               -0.962756                0.0738159               
10                        5                        130                      0.00539827               -0.963351                0.0751415               
15                        5                        130                      0.00356315               -0.964964                0.0754614               
-15                       10                       130                      0.0109145                -0.96935                 0.114279                
-10                       10                       130                      0.00954539               -0.967633                0.119143                
-5                        10                       130                      0.00859546               -0.967255                0.123431                
0                         10                       130                      0.00772977               -0.966807                0.126161                
5                         10                       130                      0.00656568               -0.96706                 0.127954                
10                        10                       130                      0.00481491               -0.967764                0.127986                
15                        10                       130                      0.00194271               -0.969432                0.126726                
-15                       15                       130                      0                        0                        0                       
-10                       15                       130                      0.0111029                -0.975255                0.170021                
-5                        15                       130                      0.00952673               -0.97452                 0.17491                 
0                         15                       130                      0.00826786               -0.974312                0.177626                
5                         15                       130                      0.00679034               -0.974904                0.178867                
10                        15                       130                      0.0045038                -0.975439                0.177709                
15                        15                       130                      0                        0                        0                       
-15                       -15                      135                      0                        0                        0                       
-10                       -15                      135                      0.00222686               -0.922012                -0.162159               
-5                        -15                      135                      0.00558304               -0.920874                -0.161374               
0                         -15                      135                      0.00815822               -0.920732                -0.159166               
5                         -15                      135                      0.0105275                -0.921525                -0.155677               
10                        -15                      135                      0.013371                 -0.923388                -0.151035               
15                        -15                      135                      0                        0                        0                       
-15                       -10                      135                      0.000101794              -0.914624                -0.106599               
-10                       -10                      135                      0.00338979               -0.912043                -0.106238               
-5                        -10                      135                      0.00566509               -0.910833                -0.10478                
0                         -10                      135                      0.0072688                -0.910482                -0.102317               
5                         -10                      135                      0.0086689                -0.911197                -0.099159               
10                        -10                      135                      0.0101273                -0.913006                -0.0952363              
15                        -10                      135                      0.0120214                -0.916175                -0.0905621              
-15                       -5                       135                      0.00303731               -0.909086                -0.0496092              
-10                       -5                       135                      0.0048279                -0.906644                -0.0484656              
-5                        -5                       135                      0.00598382               -0.905402                -0.0461843              
0                         -5                       135                      0.00679802               -0.905334                -0.0434351              
5                         -5                       135                      0.00725399               -0.90583                 -0.0407606              
10                        -5                       135                      0.00764274               -0.907522                -0.0375582              
15                        -5                       135                      0.00778999               -0.910484                -0.0338425              
-15                       0                        135                      0.00623687               -0.907797                0.00794728              
-10                       0                        135                      0.00661025               -0.905115                0.0107264               
-5                        0                        135                      0.00671926               -0.90386                 0.0133723               
0                         0                        135                      0.006611                 -0.903764                0.0158442               
5                         0                        135                      0.00618059               -0.904268                0.0187528               
10                        0                        135                      0.00539002               -0.90564                 0.0213834               
15                        0                        135                      0.00417468               -0.908734                0.0238341               
-15                       5                        135                      0.00972694               -0.909911                0.0662363               
-10                       5                        135                      0.00863918               -0.907325                0.0696772               
-5                        5                        135                      0.00765766               -0.906077                0.0728744               
0                         5                        135                      0.00667226               -0.905824                0.0755754               
5                         5                        135                      0.00537211               -0.906503                0.0780077               
10                        5                        135                      0.00351997               -0.908097                0.0802024               
15                        5                        135                      0.000827501              -0.911133                0.0813092               
-15                       10                       135                      0.013725                 -0.91641                 0.123415                
-10                       10                       135                      0.0110358                -0.913786                0.127647                
-5                        10                       135                      0.00893595               -0.912266                0.131612                
0                         10                       135                      0.00698861               -0.912018                0.134652                
5                         10                       135                      0.00478875               -0.91279                 0.136472                
10                        10                       135                      0.00179271               -0.914526                0.137766                
15                        10                       135                      -0.00249397              -0.917633                0.137982                
-15                       15                       135                      0                        0                        0                       
-10                       15                       135                      0.0138618                -0.9246                  0.184011                
-5                        15                       135                      0.0104649                -0.92338                 0.188292                
0                         15                       135                      0.00750541               -0.923008                0.191065                
5                         15                       135                      0.00436181               -0.923937                0.192986                
10                        15                       135                      0.000218519              -0.925883                0.193036                
15                        15                       135                      0                        0                        0                       
-15                       -15                      140                      0                        0                        0                       
-10                       -15                      140                      3.51903e-05              -0.864422                -0.182241               
-5                        -15                      140                      0.0042953                -0.86266                 -0.179855               
0                         -15                      140                      0.00774587               -0.862209                -0.177206               
5                         -15                      140                      0.010945                 -0.86334                 -0.173804               
10                        -15                      140                      0.0146519                -0.865782                -0.170067               
15                        -15                      140                      0                        0                        0                       
-15                       -10                      140                      -0.00227618              -0.856155                -0.120595               
-10                       -10                      140                      0.00186107               -0.852445                -0.118462               
-5                        -10                      140                      0.00467353               -0.850882                -0.115949               
0                         -10                      140                      0.00672751               -0.850427                -0.112973               
5                         -10                      140                      0.00861794               -0.851411                -0.10997                
10                        -10                      140                      0.0106428                -0.853551                -0.106394               
15                        -10                      140                      0.0131364                -0.857723                -0.102512               
-15                       -5                       140                      0.00161162               -0.849404                -0.0569136              
-10                       -5                       140                      0.00377651               -0.846207                -0.0543429              
-5                        -5                       140                      0.00523993               -0.844532                -0.0515414              
0                         -5                       140                      0.00616631               -0.844258                -0.0485358              
5                         -5                       140                      0.00691185               -0.844928                -0.0454363              
10                        -5                       140                      0.00745594               -0.847055                -0.0423326              
15                        -5                       140                      0.00791818               -0.850722                -0.0388424              
-15                       0                        140                      0.00558023               -0.847394                0.00757227              
-10                       0                        140                      0.00599221               -0.844324                0.00985977              
-5                        0                        140                      0.00615526               -0.842688                0.0130616               
0                         0                        140                      0.00603264               -0.84249                 0.0161278               
5                         0                        140                      0.00552653               -0.843167                0.019199                
10                        0                        140                      0.00471048               -0.845063                0.022323                
15                        0                        140                      0.00337529               -0.848884                0.0252051               
-15                       5                        140                      0.00996311               -0.850165                0.0718058               
-10                       5                        140                      0.00856546               -0.846772                0.0745439               
-5                        5                        140                      0.00729683               -0.845064                0.0776822               
0                         5                        140                      0.00605716               -0.844631                0.0807696               
5                         5                        140                      0.00447615               -0.845707                0.0838569               
10                        5                        140                      0.00226646               -0.84787                 0.0866392               
15                        5                        140                      -0.000879736             -0.851655                0.0896323               
-15                       10                       140                      0.0150143                -0.857768                0.13611                 
-10                       10                       140                      0.0115175                -0.854023                0.139381                
-5                        10                       140                      0.00879978               -0.852299                0.142422                
0                         10                       140                      0.00628487               -0.851855                0.145403                
5                         10                       140                      0.0035662                -0.852896                0.148424                
10                        10                       140                      -7.78707e-05             -0.855527                0.151009                
15                        10                       140                      -0.00528956              -0.859862                0.15345                 
-15                       15                       140                      0                        0                        0                       
-10                       15                       140                      0.0151867                -0.866957                0.203212                
-5                        15                       140                      0.0106668                -0.865044                0.206792                
0                         15                       140                      0.00674153               -0.864885                0.209894                
5                         15                       140                      0.00264895               -0.866475                0.212504                
10                        15                       140                      -0.00248775              -0.869273                0.214395                
15                        15                       140                      0                        0                        0                       
-15                       -15                      145                      0                        0                        0                       
-10                       -15                      145                      -0.00050098              -0.797313                -0.2039                 
-5                        -15                      145                      0.00365368               -0.795394                -0.199949               
0                         -15                      145                      0.00700512               -0.79478                 -0.196425               
5                         -15                      145                      0.0101392                -0.795842                -0.193637               
10                        -15                      145                      0.0138934                -0.798501                -0.191461               
15                        -15                      145                      0                        0                        0                       
-15                       -10                      145                      -0.00263089              -0.789191                -0.135413               
-10                       -10                      145                      0.00135406               -0.785671                -0.131707               
-5                        -10                      145                      0.0040751                -0.78387                 -0.127571               
0                         -10                      145                      0.00612925               -0.783586                -0.124403               
5                         -10                      145                      0.00788753               -0.784322                -0.12147                
10                        -10                      145                      0.00990307               -0.786652                -0.118583               
15                        -10                      145                      0.0125398                -0.790752                -0.116171               
-15                       -5                       145                      0.00118577               -0.782877                -0.0643951              
-10                       -5                       145                      0.00329632               -0.779748                -0.060744               
-5                        -5                       145                      0.00468513               -0.778078                -0.0573376              
0                         -5                       145                      0.00558621               -0.777735                -0.0537422              
5                         -5                       145                      0.00626159               -0.778466                -0.050806               
10                        -5                       145                      0.00683198               -0.780591                -0.0474621              
15                        -5                       145                      0.00735285               -0.783861                -0.0443787              
-15                       0                        145                      0.00497654               -0.781022                0.00662821              
-10                       0                        145                      0.00543719               -0.778101                0.00939557              
-5                        0                        145                      0.00554022               -0.776444                0.0125268               
0                         0                        145                      0.00544682               -0.776165                0.016018                
5                         0                        145                      0.00494879               -0.776759                0.0192711               
10                        0                        145                      0.00428791               -0.778763                0.0229217               
15                        0                        145                      0.00307549               -0.782166                0.026818                
-15                       5                        145                      0.00914256               -0.783465                0.0775213               
-10                       5                        145                      0.00782254               -0.780258                0.0798897               
-5                        5                        145                      0.00663049               -0.778673                0.08285                 
0                         5                        145                      0.00547097               -0.77829                 0.0858228               
5                         5                        145                      0.00401059               -0.779031                0.0896245               
10                        5                        145                      0.0019832                -0.781199                0.0936477               
15                        5                        145                      -0.00104863              -0.784912                0.0982006               
-15                       10                       145                      0.0140648                -0.790485                0.148781                
-10                       10                       145                      0.0106945                -0.786932                0.151607                
-5                        10                       145                      0.0080937                -0.785021                0.153909                
0                         10                       145                      0.00571359               -0.784782                0.156863                
5                         10                       145                      0.00310034               -0.785931                0.160748                
10                        10                       145                      -0.000311013             -0.78846                 0.165399                
15                        10                       145                      -0.00551463              -0.792988                0.170521                
-15                       15                       145                      0                        0                        0                       
-10                       15                       145                      0.0142781                -0.799354                0.224299                
-5                        15                       145                      0.00987944               -0.79747                 0.226744                
0                         15                       145                      0.00607803               -0.797535                0.22985                 
5                         15                       145                      0.00212149               -0.799148                0.233829                
10                        15                       145                      -0.00296514              -0.802385                0.238438                
15                        15                       145                      0                        0                        0                       
-15                       -15                      150                      0                        0                        0                       
-10                       -15                      150                      0.000867704              -0.71985                 -0.22319                
-5                        -15                      150                      0.00368609               -0.718504                -0.217055               
0                         -15                      150                      0.00582088               -0.718311                -0.21334                
5                         -15                      150                      0.00773602               -0.718908                -0.210551               
10                        -15                      150                      0.0102306                -0.720812                -0.210074               
15                        -15                      150                      0                        0                        0                       
-15                       -10                      150                      -0.000734208             -0.714131                -0.148594               
-10                       -10                      150                      0.00208765               -0.711696                -0.14306                
-5                        -10                      150                      0.00397495               -0.710551                -0.1379                 
0                         -10                      150                      0.00526514               -0.710387                -0.134046               
5                         -10                      150                      0.00636577               -0.710907                -0.131182               
10                        -10                      150                      0.00760205               -0.712213                -0.129366               
15                        -10                      150                      0.00935655               -0.714911                -0.12843                
-15                       -5                       150                      0.00186606               -0.709656                -0.0713248              
-10                       -5                       150                      0.00337944               -0.70759                 -0.0662885              
-5                        -5                       150                      0.00438351               -0.706428                -0.0620712              
0                         -5                       150                      0.00496251               -0.706239                -0.0586132              
5                         -5                       150                      0.00532532               -0.706854                -0.0551329              
10                        -5                       150                      0.00565543               -0.708042                -0.0523973              
15                        -5                       150                      0.00604263               -0.710275                -0.0495413              
-15                       0                        150                      0.00441339               -0.708448                0.00532571              
-10                       0                        150                      0.00475333               -0.706349                0.00837613              
-5                        0                        150                      0.00489688               -0.705278                0.0119237               
0                         0                        150                      0.00488842               -0.704964                0.0152551               
5                         0                        150                      0.0046454                -0.705727                0.0189789               
10                        0                        150                      0.00407929               -0.706798                0.0232351               
15                        0                        150                      0.0032561                -0.708888                0.0275318               
-15                       5                        150                      0.00719865               -0.710069                0.0812484               
-10                       5                        150                      0.00636203               -0.707744                0.0837074               
-5                        5                        150                      0.00567021               -0.706701                0.0864477               
0                         5                        150                      0.00490949               -0.706486                0.089602                
5                         5                        150                      0.00401877               -0.706969                0.0938305               
10                        5                        150                      0.00266265               -0.708237                0.0985214               
15                        5                        150                      0.000537766              -0.71074                 0.104924                
-15                       10                       150                      0.0107673                -0.714793                0.159773                
-10                       10                       150                      0.00835195               -0.712166                0.160627                
-5                        10                       150                      0.00660257               -0.711209                0.162643                
0                         10                       150                      0.00517074               -0.711093                0.165769                
5                         10                       150                      0.00356031               -0.711558                0.170536                
10                        10                       150                      0.00124327               -0.713443                0.176451                
15                        10                       150                      -0.00236043              -0.716352                0.184766                
-15                       15                       150                      0                        0                        0                       
-10                       15                       150                      0.0108627                -0.720942                0.242139                
-5                        15                       150                      0.00782477               -0.719663                0.243151                
0                         15                       150                      0.00539699               -0.719545                0.246291                
5                         15                       150                      0.00291464               -0.720839                0.251357                
10                        15                       150                      -0.000502412             -0.723144                0.25892                 
15                        15                       150                      0                        0                        0                       
-15                       -15                      155                      0                        0                        0                       
-10                       -15                      155                      0.00381398               -0.63533                 -0.233409               
-5                        -15                      155                      0.00425816               -0.635253                -0.226317               
0                         -15                      155                      0.00435507               -0.635317                -0.221924               
5                         -15                      155                      0.00427447               -0.635429                -0.219618               
10                        -15                      155                      0.0043209                -0.635654                -0.220276               
15                        -15                      155                      0                        0                        0                       
-15                       -10                      155                      0.0031098                -0.633488                -0.156373               
-10                       -10                      155                      0.00391228               -0.633169                -0.149011               
-5                        -10                      155                      0.00417956               -0.632969                -0.143358               
0                         -10                      155                      0.00418562               -0.632858                -0.139202               
5                         -10                      155                      0.00412259               -0.632971                -0.136424               
10                        -10                      155                      0.00404208               -0.63324                 -0.134894               
15                        -10                      155                      0.00430011               -0.633683                -0.135174               
-15                       -5                       155                      0.00351092               -0.63235                 -0.0747544              
-10                       -5                       155                      0.00400447               -0.63197                 -0.0693092              
-5                        -5                       155                      0.00424752               -0.63178                 -0.0652533              
0                         -5                       155                      0.00422003               -0.631781                -0.0612224              
5                         -5                       155                      0.00417319               -0.631716                -0.0577673              
10                        -5                       155                      0.00405131               -0.631882                -0.0551187              
15                        -5                       155                      0.00388375               -0.632105                -0.0525022              
-15                       0                        155                      0.00396043               -0.632072                0.00446451              
-10                       0                        155                      0.00422013               -0.631646                0.00744624              
-5                        0                        155                      0.00432237               -0.631498                0.0110476               
0                         0                        155                      0.0043482                -0.631406                0.0148074               
5                         0                        155                      0.00425158               -0.631265                0.0187481               
10                        0                        155                      0.00408967               -0.631281                0.0229859               
15                        0                        155                      0.00371003               -0.63149                 0.027647                
-15                       5                        155                      0.00459608               -0.632481                0.0832452               
-10                       5                        155                      0.004551                 -0.631886                0.0848054               
-5                        5                        155                      0.00447552               -0.631619                0.0876227               
0                         5                        155                      0.00453636               -0.631435                0.0912078               
5                         5                        155                      0.00443333               -0.631591                0.0957702               
10                        5                        155                      0.00417443               -0.63147                 0.100877                
15                        5                        155                      0.00362342               -0.631684                0.10834                 
-15                       10                       155                      0.00539098               -0.633527                0.164949                
-10                       10                       155                      0.00495766               -0.632857                0.164937                
-5                        10                       155                      0.00474253               -0.63271                 0.166914                
0                         10                       155                      0.00474976               -0.632634                0.170039                
5                         10                       155                      0.00466318               -0.632524                0.17507                 
10                        10                       155                      0.00435992               -0.632698                0.182215                
15                        10                       155                      0.00346949               -0.632968                0.192411                
-15                       15                       155                      0                        0                        0                       
-10                       15                       155                      0.00544785               -0.635011                0.250704                
-5                        15                       155                      0.00502279               -0.635098                0.251219                
0                         15                       155                      0.0049458                -0.635149                0.254388                
5                         15                       155                      0.00487692               -0.635233                0.260487                
10                        15                       155                      0.0045035                -0.635288                0.269268                
15                        15                       155                      0                        0                        0                       
-15                       -15                      160                      0                        0                        0                       
-10                       -15                      160                      0.0074921                -0.548181                -0.23169                
-5                        -15                      160                      0.00506781               -0.549606                -0.224845               
0                         -15                      160                      0.00277961               -0.550245                -0.220511               
