% Model:              Derived from data taken by AP-STD
% Version:            Stitched-together map of CMSM magnet for use in Prachi's thesis
% Date:               10 May 2024, 15:46 Chicago time
% Dimension:          3
% Nodes:              4460
% Expressions:        3
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic flux density, z component
% Length unit:        mm
% X                       Y                        Z                        mfnc.Bx (kG)             mfnc.By (kG)             mfnc.Bz (kG)
15                        0                        200                      -0.0184606               1.45386                  -0.0682801              
-15                       5                        200                      0.0192489                1.46102                  -0.248162               
-10                       5                        200                      0.00937875               1.48489                  -0.262701               
-5                        5                        200                      -0.00189189              1.49744                  -0.27855                
0                         5                        200                      -0.0129994               1.49787                  -0.292055               
5                         5                        200                      -0.027309                1.48743                  -0.302152               
10                        5                        200                      -0.0413622               1.46457                  -0.31062                
15                        5                        200                      -0.0565453               1.43099                  -0.315085               
-15                       10                       200                      0.0521937                1.41051                  -0.491693               
-10                       10                       200                      0.0309076                1.43319                  -0.512339               
-5                        10                       200                      0.00867718               1.44429                  -0.528013               
0                         10                       200                      -0.0159248               1.444                    -0.541791               
5                         10                       200                      -0.0404391               1.43196                  -0.551135               
10                        10                       200                      -0.0663272               1.40913                  -0.55533                
15                        10                       200                      -0.0927326               1.37423                  -0.554614               
-15                       15                       200                      0                        0                        0                       
-10                       15                       200                      0.0532992                1.34629                  -0.748434               
-5                        15                       200                      0.0197251                1.35643                  -0.767394               
0                         15                       200                      -0.0157163               1.35566                  -0.781806               
5                         15                       200                      -0.0522974               1.34323                  -0.789008               
10                        15                       200                      -0.0894498               1.31883                  -0.788108               
15                        15                       200                      0                        0                        0                       
-15                       -15                      205                      0                        0                        0                       
-10                       -15                      205                      -0.0537813               1.14426                  0.614983                
-5                        -15                      205                      -0.0237064               1.15617                  0.610942                
0                         -15                      205                      0.00530545               1.16133                  0.601604                
5                         -15                      205                      0.0334429                1.15634                  0.586786                
10                        -15                      205                      0.0595792                1.1421                   0.567233                
15                        -15                      205                      0                        0                        0                       
-15                       -10                      205                      -0.0607714               1.19165                  0.418176                
-10                       -10                      205                      -0.0400102               1.21359                  0.416379                
-5                        -10                      205                      -0.0201499               1.22616                  0.410451                
0                         -10                      205                      -0.000665117             1.22999                  0.401008                
5                         -10                      205                      0.0181972                1.22403                  0.387235                
10                        -10                      205                      0.0353244                1.20856                  0.370614                
15                        -10                      205                      0.0508776                1.18318                  0.351182                
-15                       -5                       205                      -0.0369208               1.23486                  0.213526                
-10                       -5                       205                      -0.0253684               1.25616                  0.20862                 
-5                        -5                       205                      -0.0152961               1.26847                  0.199529                
0                         -5                       205                      -0.00542444              1.27125                  0.189713                
5                         -5                       205                      0.00325568               1.26378                  0.177124                
10                        -5                       205                      0.0109997                1.24622                  0.164712                
15                        -5                       205                      0.0171548                1.22037                  0.15034                 
-15                       0                        205                      -0.0111182               1.24931                  0.00397229              
-10                       0                        205                      -0.00972396              1.26993                  -0.00483581             
-5                        0                        205                      -0.0089689               1.2818                   -0.0160176              
0                         0                        205                      -0.0091646               1.28304                  -0.0263104              
5                         0                        205                      -0.010379                1.27489                  -0.0370874              
10                        0                        205                      -0.0121026               1.25632                  -0.0463432              
15                        0                        205                      -0.0154548               1.22877                  -0.056058               
-15                       5                        205                      0.0153148                1.23515                  -0.204702               
-10                       5                        205                      0.00756844               1.25513                  -0.218079               
-5                        5                        205                      -0.00162726              1.26551                  -0.230005               
0                         5                        205                      -0.0119841               1.26656                  -0.241583               
5                         5                        205                      -0.0231807               1.25679                  -0.250095               
10                        5                        205                      -0.0351098               1.23805                  -0.257103               
15                        5                        205                      -0.0469614               1.20933                  -0.261275               
-15                       10                       205                      0.0436229                1.19282                  -0.410064               
-10                       10                       205                      0.0254735                1.21123                  -0.426185               
-5                        10                       205                      0.00663592               1.22055                  -0.439869               
0                         10                       205                      -0.0133337               1.22047                  -0.450944               
5                         10                       205                      -0.0343596               1.2105                   -0.458153               
10                        10                       205                      -0.0558192               1.19104                  -0.461835               
15                        10                       205                      -0.0770645               1.16189                  -0.460596               
-15                       15                       205                      0                        0                        0                       
-10                       15                       205                      0.0441399                1.1399                   -0.623262               
-5                        15                       205                      0.0153956                1.14833                  -0.639093               
0                         15                       205                      -0.0140437               1.14686                  -0.650501               
5                         15                       205                      -0.0444261               1.13552                  -0.655527               
10                        15                       205                      -0.0750031               1.11586                  -0.655981               
15                        15                       205                      0                        0                        0                       
-15                       -15                      210                      0                        0                        0                       
-10                       -15                      210                      -0.0443459               0.968809                 0.512583                
-5                        -15                      210                      -0.0199929               0.979605                 0.509903                
0                         -15                      210                      0.0043632                0.983572                 0.502524                
5                         -15                      210                      0.0277232                0.979205                 0.489769                
10                        -15                      210                      0.04926                  0.967557                 0.473915                
15                        -15                      210                      0                        0                        0                       
-15                       -10                      210                      -0.0512371               1.00913                  0.349097                
-10                       -10                      210                      -0.0338209               1.02719                  0.347577                
-5                        -10                      210                      -0.0166713               1.03811                  0.342929                
0                         -10                      210                      -0.000686768             1.04086                  0.335218                
5                         -10                      210                      0.014802                 1.03588                  0.323737                
10                        -10                      210                      0.0293163                1.02246                  0.310288                
15                        -10                      210                      0.0421167                1.00176                  0.293672                
-15                       -5                       210                      -0.0309982               1.04484                  0.179432                
-10                       -5                       210                      -0.0213604               1.06275                  0.17507                 
-5                        -5                       210                      -0.0130629               1.073                    0.168567                
0                         -5                       210                      -0.00480075              1.07469                  0.159196                
5                         -5                       210                      0.00227963               1.06899                  0.149313                
10                        -5                       210                      0.00884084               1.05427                  0.137672                
15                        -5                       210                      0.0147049                1.03296                  0.125945                
-15                       0                        210                      -0.00964391              1.05711                  0.0045109               
-10                       0                        210                      -0.00827187              1.07476                  -0.00250698             
-5                        0                        210                      -0.00756074              1.084                    -0.0116048              
0                         0                        210                      -0.00790876              1.08517                  -0.0204279              
5                         0                        210                      -0.00866182              1.07834                  -0.0287583              
10                        0                        210                      -0.0102192               1.06314                  -0.0378688              
15                        0                        210                      -0.012924                1.04018                  -0.0457339              
-15                       5                        210                      0.0125988                1.04529                  -0.170443               
-10                       5                        210                      0.00548446               1.06195                  -0.180831               
-5                        5                        210                      -0.001751                1.07072                  -0.191068               
0                         5                        210                      -0.0100177               1.07104                  -0.199638               
5                         5                        210                      -0.0192403               1.06344                  -0.207022               
10                        5                        210                      -0.0288702               1.04765                  -0.212547               
15                        5                        210                      -0.0392244               1.02416                  -0.216286               
-15                       10                       210                      0.035368                 1.00992                  -0.340204               
-10                       10                       210                      0.0207619                1.02573                  -0.353799               
-5                        10                       210                      0.00527148               1.03316                  -0.365856               
0                         10                       210                      -0.0116567               1.03335                  -0.37484                
5                         10                       210                      -0.0286066               1.02482                  -0.380604               
10                        10                       210                      -0.046757                1.00844                  -0.383841               
15                        10                       210                      -0.0645232               0.984569                 -0.382766               
-15                       15                       210                      0                        0                        0                       
-10                       15                       210                      0.0362266                0.966675                 -0.517609               
-5                        15                       210                      0.0124143                0.973051                 -0.531287               
0                         15                       210                      -0.0117814               0.972436                 -0.54043                
5                         15                       210                      -0.0367027               0.96302                  -0.544695               
10                        15                       210                      -0.0620471               0.947135                 -0.544305               
15                        15                       210                      0                        0                        0                       
-15                       -15                      215                      0                        0                        0                       
-10                       -15                      215                      -0.0371516               0.823968                 0.42874                 
-5                        -15                      215                      -0.0166135               0.833232                 0.425394                
0                         -15                      215                      0.00339722               0.835663                 0.41959                 
5                         -15                      215                      0.0227548                0.832767                 0.409402                
10                        -15                      215                      0.0413973                0.822881                 0.395571                
15                        -15                      215                      0                        0                        0                       
-15                       -10                      215                      -0.042216                0.85783                  0.29252                 
-10                       -10                      215                      -0.0281482               0.87303                  0.291379                
-5                        -10                      215                      -0.0139097               0.881412                 0.286936                
0                         -10                      215                      -0.000788109             0.883298                 0.279893                
5                         -10                      215                      0.0122885                0.879537                 0.270631                
10                        -10                      215                      0.02438                  0.868575                 0.259254                
15                        -10                      215                      0.0349082                0.851588                 0.245605                
-15                       -5                       215                      -0.0260664               0.887229                 0.150375                
-10                       -5                       215                      -0.0182912               0.902363                 0.145874                
-5                        -5                       215                      -0.0110268               0.91064                  0.141076                
0                         -5                       215                      -0.0039477               0.911959                 0.133003                
5                         -5                       215                      0.00205731               0.907166                 0.125298                
10                        -5                       215                      0.00783115               0.895758                 0.115871                
15                        -5                       215                      0.0122017                0.87691                  0.105013                
-15                       0                        215                      -0.00831577              0.898261                 0.00436458              
-10                       0                        215                      -0.00711887              0.912194                 -0.00253125             
-5                        0                        215                      -0.00663388              0.919784                 -0.00898658             
0                         0                        215                      -0.00681956              0.920873                 -0.0161617              
5                         0                        215                      -0.00736895              0.915157                 -0.0235267              
10                        0                        215                      -0.00880737              0.90249                  -0.0306827              
15                        0                        215                      -0.0112079               0.882955                 -0.0371596              
-15                       5                        215                      0.0102856                0.88826                  -0.141409               
-10                       5                        215                      0.00480145               0.901897                 -0.150298               
-5                        5                        215                      -0.00151324              0.908876                 -0.158589               
0                         5                        215                      -0.00808346              0.90958                  -0.165875               
5                         5                        215                      -0.0159347               0.903082                 -0.172191               
10                        5                        215                      -0.0238839               0.889904                 -0.176851               
15                        5                        215                      -0.0325872               0.870477                 -0.180327               
-15                       10                       215                      0.0289492                0.859126                 -0.283095               
-10                       10                       215                      0.0166048                0.871956                 -0.29449                
-5                        10                       215                      0.00401348               0.878248                 -0.304135               
0                         10                       215                      -0.00921785              0.878062                 -0.311745               
5                         10                       215                      -0.02387                 0.870594                 -0.317159               
10                        10                       215                      -0.0379985               0.858105                 -0.318527               
15                        10                       215                      -0.0531083               0.83816                  -0.318742               
-15                       15                       215                      0                        0                        0                       
-10                       15                       215                      0.0292856                0.823088                 -0.431182               
-5                        15                       215                      0.00969303               0.828315                 -0.44222                
0                         15                       215                      -0.0101171               0.827421                 -0.449835               
5                         15                       215                      -0.03091                 0.819806                 -0.453861               
10                        15                       215                      -0.052111                0.805901                 -0.453256               
15                        15                       215                      0                        0                        0                       
-15                       -15                      220                      0                        0                        0                       
-10                       -15                      220                      -0.0310972               0.703008                 0.358894                
-5                        -15                      220                      -0.0135595               0.710431                 0.356186                
0                         -15                      220                      0.00272189               0.712708                 0.350955                
5                         -15                      220                      0.0187148                0.709957                 0.342429                
10                        -15                      220                      0.0341094                0.701944                 0.330497                
15                        -15                      220                      0                        0                        0                       
-15                       -10                      220                      -0.0350627               0.731034                 0.244407                
-10                       -10                      220                      -0.0236653               0.742766                 0.243564                
-5                        -10                      220                      -0.0116381               0.75008                  0.240409                
0                         -10                      220                      -0.000595565             0.752425                 0.234816                
5                         -10                      220                      0.0104146                0.748608                 0.226534                
10                        -10                      220                      0.020131                 0.739202                 0.216969                
15                        -10                      220                      0.0285132                0.725818                 0.205301                
-15                       -5                       220                      -0.0218994               0.755588                 0.126224                
-10                       -5                       220                      -0.0155453               0.767256                 0.123335                
-5                        -5                       220                      -0.00894692              0.773752                 0.11854                 
0                         -5                       220                      -0.00345232              0.775347                 0.112295                
5                         -5                       220                      0.00170759               0.771119                 0.10564                 
10                        -5                       220                      0.00609967               0.761632                 0.0970726               
15                        -5                       220                      0.0100187                0.746424                 0.0886494               
-15                       0                        220                      -0.0070495               0.763607                 0.00405222              
-10                       0                        220                      -0.00666283              0.775497                 -0.000860413            
-5                        0                        220                      -0.00588188              0.781164                 -0.00657378             
0                         0                        220                      -0.00562034              0.782545                 -0.0129091              
5                         0                        220                      -0.00620684              0.777992                 -0.0189755              
10                        0                        220                      -0.00691152              0.767768                 -0.025454               
15                        0                        220                      -0.00901633              0.752035                 -0.0306814              
-15                       5                        220                      0.00830275               0.755891                 -0.116695               
-10                       5                        220                      0.00369104               0.766652                 -0.124686               
-5                        5                        220                      -0.00137291              0.77298                  -0.131949               
0                         5                        220                      -0.00763425              0.773169                 -0.138187               
5                         5                        220                      -0.0132941               0.768305                 -0.142792               
10                        5                        220                      -0.0201418               0.757202                 -0.147418               
15                        5                        220                      -0.0270499               0.741079                 -0.149395               
-15                       10                       220                      0.0234997                0.732299                 -0.235843               
-10                       10                       220                      0.0133773                0.742945                 -0.244969               
-5                        10                       220                      0.0026688                0.747803                 -0.253134               
0                         10                       220                      -0.00833549              0.747434                 -0.258916               
5                         10                       220                      -0.0197959               0.741839                 -0.263613               
10                        10                       220                      -0.0322057               0.731141                 -0.266438               
15                        10                       220                      -0.0439242               0.714255                 -0.265553               
-15                       15                       220                      0                        0                        0                       
-10                       15                       220                      0.0236814                0.702128                 -0.359402               
-5                        15                       220                      0.00755398               0.706372                 -0.368843               
0                         15                       220                      -0.00910528              0.706049                 -0.374942               
5                         15                       220                      -0.0255317               0.699484                 -0.378276               
10                        15                       220                      -0.0425448               0.688986                 -0.377277               
15                        15                       220                      0                        0                        0                       
-15                       -15                      225                      0                        0                        0                       
-10                       -15                      225                      -0.025729                0.601926                 0.300197                
-5                        -15                      225                      -0.011791                0.607999                 0.299237                
0                         -15                      225                      0.00218669               0.610041                 0.294772                
5                         -15                      225                      0.0159556                0.607065                 0.287274                
10                        -15                      225                      0.0281554                0.599783                 0.277919                
15                        -15                      225                      0                        0                        0                       
-15                       -10                      225                      -0.0296681               0.624483                 0.205129                
-10                       -10                      225                      -0.0200651               0.634982                 0.204687                
-5                        -10                      225                      -0.00995326              0.640591                 0.202093                
0                         -10                      225                      -0.000708824             0.641925                 0.197031                
5                         -10                      225                      0.00816255               0.639134                 0.190323                
10                        -10                      225                      0.0159823                0.63207                  0.182156                
15                        -10                      225                      0.023824                 0.619868                 0.17251                 
-15                       -5                       225                      -0.0183993               0.645093                 0.106219                
-10                       -5                       225                      -0.0132979               0.655087                 0.103754                
-5                        -5                       225                      -0.00811366              0.660722                 0.0995063               
0                         -5                       225                      -0.0034597               0.66211                  0.0946926               
5                         -5                       225                      0.00113042               0.658724                 0.0887547               
10                        -5                       225                      0.00511602               0.650588                 0.0822106               
15                        -5                       225                      0.00823146               0.638071                 0.0754228               
-15                       0                        225                      -0.00605523              0.65291                  0.00441892              
-10                       0                        225                      -0.0055299               0.662197                 -4.16347e-05            
-5                        0                        225                      -0.00499629              0.667393                 -0.00522149             
0                         0                        225                      -0.00504248              0.667786                 -0.0101088              
5                         0                        225                      -0.00528629              0.663883                 -0.0161253              
10                        0                        225                      -0.00620127              0.655645                 -0.0201446              
15                        0                        225                      -0.0079335               0.642495                 -0.0250824              
-15                       5                        225                      0.00643738               0.646261                 -0.0979546              
-10                       5                        225                      0.00244886               0.655807                 -0.103831               
-5                        5                        225                      -0.00144131              0.660911                 -0.110009               
0                         5                        225                      -0.00621237              0.66072                  -0.114311               
5                         5                        225                      -0.0117954               0.656361                 -0.118798               
10                        5                        225                      -0.0163558               0.646875                 -0.122386               
15                        5                        225                      -0.0222977               0.633297                 -0.124402               
-15                       10                       225                      0.0188346                0.626315                 -0.196663               
-10                       10                       225                      0.010824                 0.635509                 -0.204098               
-5                        10                       225                      0.00185756               0.639306                 -0.211495               
0                         10                       225                      -0.00684105              0.638728                 -0.217077               
5                         10                       225                      -0.0169504               0.633635                 -0.219989               
10                        10                       225                      -0.0267618               0.624785                 -0.22213                
15                        10                       225                      -0.0364912               0.611862                 -0.222244               
-15                       15                       225                      0                        0                        0                       
-10                       15                       225                      0.0192685                0.601629                 -0.300289               
-5                        15                       225                      0.00589796               0.605385                 -0.307986               
0                         15                       225                      -0.00725256              0.604457                 -0.313189               
5                         15                       225                      -0.0214077               0.599411                 -0.315657               
10                        15                       225                      -0.0356166               0.590508                 -0.315691               
15                        15                       225                      0                        0                        0                       
-15                       -15                      230                      0                        0                        0                       
-10                       -15                      230                      -0.021716                0.51633                  0.253573                
-5                        -15                      230                      -0.0099263               0.521384                 0.251639                
0                         -15                      230                      0.00180242               0.523225                 0.247658                
5                         -15                      230                      0.0127775                0.521453                 0.241457                
10                        -15                      230                      0.0229656                0.515229                 0.2333                  
15                        -15                      230                      0                        0                        0                       
-15                       -10                      230                      -0.0250678               0.535965                 0.17305                 
-10                       -10                      230                      -0.0168842               0.544082                 0.17231                 
-5                        -10                      230                      -0.00893401              0.548682                 0.17066                 
0                         -10                      230                      -0.0010861               0.550646                 0.166571                
5                         -10                      230                      0.00596864               0.547758                 0.160664                
10                        -10                      230                      0.0129643                0.541628                 0.153901                
15                        -10                      230                      0.0196753                0.531762                 0.145466                
-15                       -5                       230                      -0.0152206               0.552969                 0.0894883               
-10                       -5                       230                      -0.0111019               0.561307                 0.0877741               
-5                        -5                       230                      -0.00767728              0.565518                 0.0843728               
0                         -5                       230                      -0.00278768              0.56642                  0.0800574               
5                         -5                       230                      0.00106667               0.563754                 0.0753584               
10                        -5                       230                      0.00381578               0.557314                 0.0695898               
15                        -5                       230                      0.00578066               0.546908                 0.0637032               
-15                       0                        230                      -0.00568098              0.559137                 0.00424327              
-10                       0                        230                      -0.00496106              0.567021                 0.000217289             
-5                        0                        230                      -0.00534308              0.570863                 -0.00377451             
0                         0                        230                      -0.00466678              0.571532                 -0.0082737              
5                         0                        230                      -0.00442384              0.568521                 -0.0126478              
10                        0                        230                      -0.00510278              0.561473                 -0.0162958              
15                        0                        230                      -0.00636143              0.550401                 -0.0200229              
-15                       5                        230                      0.00438142               0.553761                 -0.0811368              
-10                       5                        230                      0.00121595               0.56151                  -0.0867104              
-5                        5                        230                      -0.00219056              0.565654                 -0.0918227              
0                         5                        230                      -0.00595389              0.565599                 -0.0961395              
