% Model:              Derived from data taken by AP-STD
% Version:            Stitched-together map.  See EMPHATIC DocDB 1643
% Date:               14 May 2024, 10:50 Chicago time
% Dimension:          3
% Nodes:              7791
% Expressions:        3
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic flux density, z component
% Length unit:        mm
% X                       Y                        Z                        mfnc.Bx (kG)             mfnc.By (kG)             mfnc.Bz (kG)
10                        -15                      425                      -9.72161e-05             0.00999363               0.00288128              
15                        -15                      425                      0                        0                        0                       
-15                       -10                      425                      -0.000421692             0.0102211                0.00241254              
-10                       -10                      425                      5.48434e-05              0.0100362                0.00237734              
-5                        -10                      425                      0.000214965              0.0101503                0.0021937               
0                         -10                      425                      0.000321501              0.0106506                0.00191018              
5                         -10                      425                      -0.000390732             0.0106373                0.00223534              
10                        -10                      425                      -0.000322652             0.0100416                0.00181605              
15                        -10                      425                      -0.000354503             0.00982594               0.0017923               
-15                       -5                       425                      -0.000358427             0.0102374                0.00121604              
-10                       -5                       425                      -2.91368e-05             0.0104976                0.00153218              
-5                        -5                       425                      -9.74471e-05             0.010783                 0.00109968              
0                         -5                       425                      -0.000288108             0.0103993                0.0017292               
5                         -5                       425                      -0.000323878             0.00993991               0.0015341               
10                        -5                       425                      -0.000498933             0.0102076                0.00168915              
15                        -5                       425                      0.000280488              0.0103534                0.00115828              
-15                       0                        425                      -1.59623e-05             0.00957476               0.00127909              
-10                       0                        425                      -0.000233251             0.0103215                0.00101071              
-5                        0                        425                      -0.000150758             0.0103936                0.000754892             
0                         0                        425                      9.05902e-05              0.0104644                0.000871654             
5                         0                        425                      2.06701e-05              0.0106265                0.00070498              
10                        0                        425                      3.12142e-05              0.0103114                0.000537154             
15                        0                        425                      0.000405726              0.0103583                0.000545496             
-15                       5                        425                      0.000247093              0.00983526               0.000316011             
-10                       5                        425                      0.000139439              0.0103439                0.000337545             
-5                        5                        425                      0.000187036              0.0104158                8.96354e-05             
0                         5                        425                      0.000560202              0.0103997                -0.000194947            
5                         5                        425                      0.00022392               0.0102373                1.15904e-05             
10                        5                        425                      -7.32163e-05             0.0104183                4.80058e-05             
15                        5                        425                      8.35525e-05              0.0104522                0.000253772             
-15                       10                       425                      0.000142842              0.0104144                -0.000467822            
-10                       10                       425                      0.000177149              0.0104566                -0.000436173            
-5                        10                       425                      6.35814e-05              0.0100213                -0.000914436            
0                         10                       425                      -0.000457859             0.00996303               -0.000385595            
5                         10                       425                      -5.40967e-05             0.0105694                -0.000604026            
10                        10                       425                      -0.000145642             0.0106434                -0.000503015            
15                        10                       425                      0.00027263               0.0100291                -0.000902218            
-15                       15                       425                      0                        0                        0                       
-10                       15                       425                      -0.000210536             0.0103812                -0.00106974             
-5                        15                       425                      -4.97498e-05             0.0105849                -0.00131684             
0                         15                       425                      -0.000136101             0.0100803                -0.00119182             
5                         15                       425                      -3.16693e-05             0.0101704                -0.00135701             
10                        15                       425                      0.000241303              0.00982939               -0.00136068             
15                        15                       425                      0                        0                        0                       
-15                       -15                      430                      0                        0                        0                       
-10                       -15                      430                      -0.000825289             0.010112                 0.00270746              
-5                        -15                      430                      -0.000425715             0.00937831               0.00262181              
0                         -15                      430                      -0.000263703             0.00931337               0.00238507              
5                         -15                      430                      -8.76975e-05             0.00913126               0.00245331              
10                        -15                      430                      0.000604191              0.0089926                0.00227935              
15                        -15                      430                      0                        0                        0                       
-15                       -10                      430                      -0.000525077             0.00982084               0.00229871              
-10                       -10                      430                      -1.06764e-05             0.00989624               0.00177699              
-5                        -10                      430                      -0.000390796             0.00981603               0.00185973              
0                         -10                      430                      -8.69417e-05             0.00905834               0.00187073              
5                         -10                      430                      -0.000330771             0.00940411               0.00218126              
10                        -10                      430                      -0.000156954             0.00969905               0.00164832              
15                        -10                      430                      0.000282919              0.00922055               0.00218924              
-15                       -5                       430                      0.000145358              0.00986615               0.00155893              
-10                       -5                       430                      1.27436e-05              0.00959946               0.00113342              
-5                        -5                       430                      -0.000328059             0.00972611               0.00120969              
0                         -5                       430                      -9.66343e-05             0.00947692               0.00130366              
5                         -5                       430                      -0.000214529             0.00984828               0.00151098              
10                        -5                       430                      -0.000139809             0.0102536                0.000965058             
15                        -5                       430                      -0.000268819             0.0097446                0.00170953              
-15                       0                        430                      7.79432e-05              0.00964387               0.000632849             
-10                       0                        430                      -0.000274628             0.00941899               0.000552786             
-5                        0                        430                      -0.000164375             0.00947189               0.00083106              
0                         0                        430                      -0.000218903             0.00960821               0.000892771             
5                         0                        430                      0.000241232              0.00972549               0.000791645             
10                        0                        430                      -1.82998e-05             0.00950374               0.00111963              
15                        0                        430                      -2.06878e-06             0.00948366               0.000358634             
-15                       5                        430                      -0.000257225             0.0095056                0.000399795             
-10                       5                        430                      -0.000223805             0.0092952                0.000144248             
-5                        5                        430                      -0.000334628             0.00975559               -6.12212e-05            
0                         5                        430                      -1.91596e-05             0.00959839               -0.000336464            
5                         5                        430                      0.000554718              0.00995889               -0.000728026            
10                        5                        430                      -0.000402987             0.0097574                8.13234e-05             
15                        5                        430                      -0.00041258              0.00945285               -0.000285744            
-15                       10                       430                      -0.000183258             0.00923115               -9.73929e-05            
-10                       10                       430                      -0.000158912             0.00951719               -0.000340696            
-5                        10                       430                      -0.000192987             0.0090575                -0.000598608            
0                         10                       430                      -0.000365363             0.00983054               -0.000677167            
5                         10                       430                      -0.000626561             0.00977279               -0.00090733             
10                        10                       430                      -0.00015234              0.00986636               -0.000369361            
15                        10                       430                      -0.000338731             0.00977673               -0.000282234            
-15                       15                       430                      0                        0                        0                       
-10                       15                       430                      -6.40159e-05             0.00979526               -0.00129956             
-5                        15                       430                      -4.81553e-05             0.0099145                -0.00127492             
0                         15                       430                      8.50304e-05              0.0101927                -0.00111511             
5                         15                       430                      0.000139609              0.00928008               -0.00104351             
10                        15                       430                      0.000255869              0.0098491                -0.00161787             
15                        15                       430                      0                        0                        0                       
-15                       -15                      435                      0                        0                        0                       
-10                       -15                      435                      -0.000387359             0.00851515               0.0022931               
-5                        -15                      435                      -0.000396799             0.00884262               0.00265492              
0                         -15                      435                      2.85489e-05              0.00861594               0.00269737              
5                         -15                      435                      0.000145968              0.00899969               0.00227065              
10                        -15                      435                      0.000107464              0.00876755               0.00250818              
15                        -15                      435                      0                        0                        0                       
-15                       -10                      435                      -2.65898e-05             0.00863123               0.00203561              
-10                       -10                      435                      -0.000824295             0.00864036               0.00170684              
-5                        -10                      435                      4.77882e-05              0.00899772               0.00173218              
0                         -10                      435                      -0.000426476             0.00902206               0.00199925              
5                         -10                      435                      -0.000239528             0.00887005               0.00213915              
10                        -10                      435                      -0.000222046             0.00838178               0.00194067              
15                        -10                      435                      -0.000258068             0.00889821               0.00148114              
-15                       -5                       435                      -5.842e-05               0.0087158                0.00116036              
-10                       -5                       435                      0.000348631              0.00863827               0.0015321               
-5                        -5                       435                      0.000184323              0.0087709                0.00097239              
0                         -5                       435                      -0.000348431             0.00887903               0.00154315              
5                         -5                       435                      -8.8127e-05              0.00890636               0.00145679              
10                        -5                       435                      -0.000328452             0.00890668               0.00123139              
15                        -5                       435                      0.000592395              0.00870341               0.00108194              
-15                       0                        435                      0.00015652               0.00921863               0.000495849             
-10                       0                        435                      4.95243e-05              0.00855166               0.00051704              
-5                        0                        435                      0.000181862              0.008602                 0.000680463             
0                         0                        435                      0.000113998              0.00906208               0.000465593             
5                         0                        435                      0.00056291               0.0085536                0.00050776              
10                        0                        435                      0.000252176              0.00868097               0.000362488             
15                        0                        435                      -0.000334548             0.00913644               0.00044033              
-15                       5                        435                      7.99215e-05              0.00932591               -7.78502e-05            
-10                       5                        435                      -1.3761e-05              0.00890712               -8.44604e-05            
-5                        5                        435                      -5.69272e-05             0.00849952               0.000253471             
0                         5                        435                      -0.000499775             0.00912706               -0.000180279            
5                         5                        435                      -0.00016411              0.0091412                -0.000548881            
10                        5                        435                      -1.33557e-05             0.00953946               -0.000314937            
15                        5                        435                      0.000282554              0.00900663               0.000359698             
-15                       10                       435                      -0.000240559             0.00891701               -0.000349521            
-10                       10                       435                      0.0002062                0.00890073               -0.000812903            
-5                        10                       435                      0.000190752              0.00903337               -0.000626138            
0                         10                       435                      0.000193653              0.00928022               -0.00072335             
5                         10                       435                      0.00018428               0.00927195               -0.000977619            
10                        10                       435                      -0.000443027             0.0090573                -0.000732094            
15                        10                       435                      -0.000386302             0.0086073                -0.000677709            
-15                       15                       435                      0                        0                        0                       
-10                       15                       435                      -0.00020621              0.00926553               -0.000831112            
-5                        15                       435                      3.62531e-05              0.00893912               -0.00100018             
0                         15                       435                      2.20044e-05              0.00892398               -0.00101857             
5                         15                       435                      1.38542e-05              0.00891946               -0.00131986             
10                        15                       435                      0.000278921              0.00828247               -0.000945562            
15                        15                       435                      0                        0                        0                       
-15                       -15                      440                      0                        0                        0                       
-10                       -15                      440                      -0.000262221             0.00813507               0.00236302              
-5                        -15                      440                      -0.000378436             0.0084172                0.00212249              
0                         -15                      440                      2.3545e-05               0.00799933               0.002101                
5                         -15                      440                      0.000465398              0.00787627               0.00210158              
10                        -15                      440                      0.000190601              0.00776505               0.00252839              
15                        -15                      440                      0                        0                        0                       
-15                       -10                      440                      -0.00045271              0.00823451               0.00191251              
-10                       -10                      440                      -3.13894e-05             0.00840835               0.00219101              
-5                        -10                      440                      -0.000300495             0.00879863               0.00160488              
0                         -10                      440                      0.000188805              0.00824185               0.00188315              
5                         -10                      440                      -1.80895e-05             0.00817366               0.00169713              
10                        -10                      440                      -0.000412961             0.00878517               0.00171097              
15                        -10                      440                      0.000326265              0.00792921               0.00185013              
-15                       -5                       440                      -0.00042138              0.00824728               0.00128019              
-10                       -5                       440                      -8.32e-05                0.00813736               0.00153549              
-5                        -5                       440                      0.000395335              0.00902502               0.00149824              
0                         -5                       440                      0.000242966              0.00828877               0.00132798              
5                         -5                       440                      0.000128479              0.00838438               0.00106214              
10                        -5                       440                      -0.00018251              0.00840742               0.000864774             
15                        -5                       440                      4.53583e-05              0.00823593               0.00148166              
-15                       0                        440                      0.000253836              0.00798138               0.000605646             
-10                       0                        440                      0.000561791              0.00831828               0.000456912             
-5                        0                        440                      0.000510698              0.00819059               0.000934621             
0                         0                        440                      0.000335183              0.00884833               0.00100125              
5                         0                        440                      0.000412885              0.00827056               0.000296992             
10                        0                        440                      -0.000117058             0.00882719               0.00115427              
15                        0                        440                      0.000376886              0.00857581               0.000800167             
-15                       5                        440                      2.36923e-05              0.0087119                0.000128843             
-10                       5                        440                      -0.000134015             0.00840349               -0.000155006            
-5                        5                        440                      0.000502436              0.00895134               -0.000326705            
0                         5                        440                      -0.000435083             0.00852545               9.29867e-05             
5                         5                        440                      0.000243102              0.0086316                0.000155311             
10                        5                        440                      3.98083e-05              0.00830829               0.000367275             
15                        5                        440                      7.82144e-06              0.00795092               -0.00012063             
-15                       10                       440                      0.000187218              0.00841196               -0.000438412            
-10                       10                       440                      -0.000393482             0.00830593               -0.000110102            
-5                        10                       440                      -0.000323424             0.00886475               -0.000438628            
0                         10                       440                      0.000154597              0.00863294               -1.90019e-05            
5                         10                       440                      0.000299559              0.00830965               -0.000401827            
10                        10                       440                      -0.000187337             0.00833673               -0.00052187             
15                        10                       440                      4.30323e-05              0.00855967               -0.000514714            
-15                       15                       440                      0                        0                        0                       
-10                       15                       440                      0.00022046               0.00821907               -0.00106947             
-5                        15                       440                      -0.000147687             0.00814177               -0.000991953            
0                         15                       440                      1.30941e-05              0.00866129               -0.000663765            
5                         15                       440                      -0.000387816             0.0082362                -0.000989717            
10                        15                       440                      -0.000791695             0.00819675               -0.001442               
15                        15                       440                      0                        0                        0                       
-15                       -15                      445                      0                        0                        0                       
-10                       -15                      445                      -0.000151221             0.0076465                0.00210373              
-5                        -15                      445                      -0.000323098             0.00761419               0.00230637              
0                         -15                      445                      -0.00025289              0.00784243               0.00208325              
5                         -15                      445                      -5.72673e-06             0.00729041               0.00197889              
10                        -15                      445                      -9.00884e-05             0.00751144               0.00246415              
15                        -15                      445                      0                        0                        0                       
-15                       -10                      445                      0.000298417              0.00811854               0.00151909              
-10                       -10                      445                      0.000173674              0.00761419               0.00174356              
-5                        -10                      445                      -4.49799e-05             0.00770202               0.00130248              
0                         -10                      445                      -0.00039751              0.0078101                0.00134857              
5                         -10                      445                      -0.000165347             0.0073299                0.00166627              
10                        -10                      445                      0.000212256              0.00770508               0.00175                 
15                        -10                      445                      -8.04691e-06             0.00774123               0.00150414              
-15                       -5                       445                      -0.000289581             0.00785672               0.00101878              
-10                       -5                       445                      0.000443379              0.00777629               0.000480099             
-5                        -5                       445                      0.000580509              0.00810163               0.000696561             
0                         -5                       445                      0.00026351               0.00737515               0.00101055              
5                         -5                       445                      0.000437995              0.00816857               0.000917498             
10                        -5                       445                      -0.000174201             0.00777164               0.000981244             
15                        -5                       445                      -0.000138186             0.00759059               0.000999626             
-15                       0                        445                      -0.000248603             0.00793946               0.00072856              
-10                       0                        445                      -0.000393384             0.00769269               0.000703784             
-5                        0                        445                      -0.000631853             0.00804167               0.000543766             
0                         0                        445                      -0.00012792              0.00813153               0.000607158             
5                         0                        445                      1.91281e-05              0.00800724               0.000792626             
10                        0                        445                      -0.000606826             0.00820591               0.000497321             
15                        0                        445                      -0.000181519             0.00775877               0.000668948             
-15                       5                        445                      -0.000549909             0.00816637               0.000175056             
-10                       5                        445                      -0.000448464             0.00812105               6.22661e-06             
-5                        5                        445                      -0.000550522             0.00826114               0.000646598             
0                         5                        445                      -0.0001816               0.00785118               0.000259994             
5                         5                        445                      -0.000231063             0.0080293                -0.000177828            
10                        5                        445                      -0.000230621             0.00801123               -0.000143019            
15                        5                        445                      -0.000447817             0.00813251               -8.88337e-05            
-15                       10                       445                      -0.000191807             0.00811849               -0.000294932            
-10                       10                       445                      -0.000570748             0.00845136               0.000109523             
-5                        10                       445                      -9.16246e-05             0.00780381               -0.000223198            
0                         10                       445                      -0.000358152             0.00755448               -0.00036164             
5                         10                       445                      -0.000635763             0.00811526               -0.000316129            
10                        10                       445                      -0.000427537             0.00751132               -0.000650557            
15                        10                       445                      -0.000557614             0.00832452               -0.000103701            
-15                       15                       445                      0                        0                        0                       
-10                       15                       445                      0.000176851              0.00746826               -0.000663084            
-5                        15                       445                      0.000101931              0.00794763               -0.000692121            
0                         15                       445                      -0.000214377             0.00800582               -0.000641942            
5                         15                       445                      -4.49599e-05             0.00761286               -0.000455833            
10                        15                       445                      -0.000297911             0.00768883               -0.000841972            
15                        15                       445                      0                        0                        0                       
-15                       -15                      450                      0                        0                        0                       
-10                       -15                      450                      0.000428761              0.00713875               0.00181592              
-5                        -15                      450                      -9.14818e-05             0.00735479               0.00151523              
0                         -15                      450                      -0.000100895             0.00669559               0.00236213              
5                         -15                      450                      0.000151721              0.00722249               0.00175976              
10                        -15                      450                      -6.8128e-06              0.0068847                0.00200226              
15                        -15                      450                      0                        0                        0                       
-15                       -10                      450                      -0.000405347             0.00698134               0.00157453              
-10                       -10                      450                      -0.000578177             0.00692441               0.00193668              
-5                        -10                      450                      -0.000350252             0.00732329               0.00172915              
0                         -10                      450                      -0.000109912             0.00718522               0.00185556              
5                         -10                      450                      0.000427004              0.00719536               0.00164482              
10                        -10                      450                      -3.65321e-05             0.00708952               0.00195185              
15                        -10                      450                      0.000260239              0.00747479               0.00123315              
-15                       -5                       450                      0.000134027              0.00722265               0.00133945              
-10                       -5                       450                      -0.000188299             0.00735161               0.00109322              
-5                        -5                       450                      5.78073e-05              0.00745263               0.00102379              
0                         -5                       450                      -6.21208e-06             0.00753014               0.00127021              
5                         -5                       450                      -0.000266899             0.00733334               0.00149236              
10                        -5                       450                      -0.000456181             0.00703668               0.000765689             
15                        -5                       450                      9.48349e-05              0.0070914                0.0013806               
-15                       0                        450                      0.00010179               0.00703028               0.000647101             
-10                       0                        450                      6.78751e-05              0.00737926               0.000842861             
-5                        0                        450                      2.09644e-05              0.00713991               0.000995351             
0                         0                        450                      -0.000244838             0.00766118               0.000489491             
5                         0                        450                      0.000356508              0.00678906               0.000759417             
10                        0                        450                      0.000690746              0.00695564               0.000881668             
15                        0                        450                      6.66503e-05              0.00731392               0.000689751             
-15                       5                        450                      -0.000325783             0.0069549                0.000689177             
-10                       5                        450                      -0.000291649             0.00688233               0.000255756             
-5                        5                        450                      0.000148026              0.00724226               0.000677379             
0                         5                        450                      0.000157263              0.00694389               8.11362e-05             
5                         5                        450                      0.000105929              0.00715079               0.000412215             
10                        5                        450                      -0.000182916             0.00688884               0.00013868              
15                        5                        450                      0.000199142              0.00687939               0.000149269             
-15                       10                       450                      0.000766503              0.00728029               -0.000237881            
-10                       10                       450                      0.000263576              0.00706916               0.000102716             
-5                        10                       450                      3.54319e-05              0.00700598               0.00011152              
0                         10                       450                      1.92679e-05              0.00728247               0.00028749              
5                         10                       450                      -3.85041e-06             0.00702979               0.00023513              
10                        10                       450                      -0.00021197              0.0071924                0.000332623             
15                        10                       450                      -0.0003107               0.00738698               -0.000425581            
-15                       15                       450                      0                        0                        0                       
-10                       15                       450                      -0.000278251             0.00715703               -0.00022073             
-5                        15                       450                      -0.000229724             0.00727316               -0.000675387            
0                         15                       450                      -0.000163727             0.00714867               -0.000988248            
5                         15                       450                      -0.000300646             0.00674269               -0.000452535            
10                        15                       450                      0.000314983              0.00654912               -0.00076744             
15                        15                       450                      0                        0                        0                       
-15                       -15                      455                      0                        0                        0                       
-10                       -15                      455                      -0.000393659             0.00668263               0.00194963              
-5                        -15                      455                      -0.000553196             0.00673986               0.00193291              
0                         -15                      455                      -5.92621e-05             0.00684162               0.00201511              
5                         -15                      455                      -0.000332101             0.00730032               0.00204278              
10                        -15                      455                      0.00030271               0.00616519               0.0017693               
15                        -15                      455                      0                        0                        0                       
-15                       -10                      455                      0.000294764              0.00712103               0.0014739               
-10                       -10                      455                      -0.000200006             0.00672335               0.00176854              
-5                        -10                      455                      -0.000493229             0.00707339               0.00144873              
