% Model:              Data taken by AP-STD
% Version:            2 mm spaced file for 2nd magnet
% Date:               Oct 25 2023           11:22
% Dimension:          3
% Nodes:              2700
% Expressions:        3
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic flux density, z component
% Length unit:        mm
% X                       Y                        Z                        mfnc.Bz (T)              mfnc.By (T)              mfnc.Bx (T)
15          -1          50          0.01338          -1.10405          0.00958
15          -1          45          0.012          -1.09113          0.00967
15          -1          40          0.0098          -1.07252          0.01111
15          -1          35          0.00632          -1.04349          0.01277
15          -1          30          0.00149          -1.00085          0.01491
15          -1          25          -0.00558          -0.93727          0.01522
15          -1          20          -0.01366          -0.84267          0.01372
15          -1          15          -0.01864          -0.71801          0.01047
15          -1          10          -0.01773          -0.59108          0.00748
15          -1          5          -0.01476          -0.481          0.00559
15          -1          0          -0.01174          -0.39075          0.00426
-15          1          0          0.02629          -0.39274          0.00443
-15          1          5          0.03287          -0.48486          0.00605
-15          1          10          0.03991          -0.59818          0.00864
-15          1          15          0.04588          -0.73086          0.01311
-15          1          20          0.04336          -0.86588          0.01777
-15          1          25          0.0351          -0.97139          0.01674
-15          1          30          0.02748          -1.03893          0.01125
-15          1          35          0.02193          -1.07937          0.00604
-15          1          40          0.01782          -1.10302          0.00122
-15          1          45          0.01458          -1.11585          -0.00249
-15          1          50          0.01257          -1.12241          -0.00559
-15          1          55          0.01161          -1.12522          -0.00793
-15          1          60          0.01172          -1.12874          -0.00784
-15          1          65          0.01268          -1.13553          -0.00459
-15          1          70          0.01258          -1.14328          -0.00019
-13          1          70          0.01139          -1.17508          0.00227
-13          1          65          0.01167          -1.17412          -0.00104
-13          1          60          0.01172          -1.17208          -0.0034
-13          1          55          0.01241          -1.1701          -0.00294
-13          1          50          0.01405          -1.16601          -0.00183
-13          1          45          0.0165          -1.15673          0.00145
-13          1          40          0.01985          -1.13899          0.00471
-13          1          35          0.02432          -1.10894          0.00873
-13          1          30          0.03019          -1.05956          0.01297
-13          1          25          0.03747          -0.98268          0.01666
-13          1          20          0.04327          -0.87192          0.01679
-13          1          15          0.04439          -0.73807          0.01329
-13          1          10          0.03935          -0.60627          0.00935
-13          1          5          0.03242          -0.49212          0.00675
-13          1          0          0.02648          -0.39871          0.00501
-11          1          0          0.0264          -0.4038          0.00567
-11          1          5          0.03281          -0.49815          0.00746
-11          1          10          0.039          -0.61305          0.01009
-11          1          15          0.04376          -0.74435          0.01356
-11          1          20          0.04382          -0.878          0.01674
-11          1          25          0.03894          -0.99277          0.01715
-11          1          30          0.03208          -1.07707          0.01493
-11          1          35          0.02643          -1.13383          0.01191
-11          1          40          0.02192          -1.17044          0.00862
-11          1          45          0.0182          -1.19237          0.00526
-11          1          50          0.01536          -1.20418          0.00303
-11          1          55          0.01324          -1.20937          0.00174
-11          1          60          0.01173          -1.20995          0.00167
-11          1          65          0.01094          -1.20757          0.00314
-11          1          70          0.01049          -1.20287          0.00557
-9          1          70          0.00991          -1.22628          0.00917
-9          1          65          0.01049          -1.23598          0.00749
-9          1          60          0.01189          -1.2417          0.00707
-9          1          55          0.01398          -1.24236          0.0069
-9          1          50          0.01642          -1.23635          0.00857
-9          1          45          0.01963          -1.22182          0.01032
-9          1          40          0.0234          -1.19617          0.01256
-9          1          35          0.02815          -1.15462          0.01498
-9          1          30          0.03375          -1.09154          0.01719
-9          1          25          0.03942          -1.00118          0.01817
-9          1          20          0.04331          -0.8836          0.0171
-9          1          15          0.04318          -0.74978          0.0141
-9          1          10          0.03903          -0.61862          0.01076
-9          1          5          0.03256          -0.50333          0.00815
-9          1          0          0.02611          -0.40806          0.00628
-7          1          0          0.02603          -0.41145          0.00688
-7          1          5          0.03255          -0.50758          0.00888
-7          1          10          0.0383          -0.62319          0.01165
-7          1          15          0.04263          -0.75412          0.01488
-7          1          20          0.04381          -0.88796          0.01779
-7          1          25          0.04041          -1.00804          0.0195
-7          1          30          0.03493          -1.10245          0.01946
-7          1          35          0.02932          -1.17033          0.01854
-7          1          40          0.02468          -1.21607          0.01698
-7          1          45          0.02084          -1.24486          0.01508
-7          1          50          0.01733          -1.26172          0.01383
-7          1          55          0.01453          -1.26844          0.01279
-7          1          60          0.01212          -1.26729          0.01199
-7          1          65          0.01027          -1.25879          0.01243
-7          1          70          0.0096          -1.24529          0.01301
-5          1          70          0.00952          -1.25981          0.01662
-5          1          65          0.01036          -1.27576          0.01677
-5          1          60          0.01235          -1.28639          0.01713
-5          1          55          0.01517          -1.2887          0.01798
-5          1          50          0.0181          -1.28073          0.01905
-5          1          45          0.02157          -1.26247          0.01999
-5          1          40          0.02557          -1.23096          0.021
-5          1          35          0.02992          -1.18177          0.02183
-5          1          30          0.03523          -1.11037          0.02194
-5          1          25          0.04044          -1.01279          0.02103
-5          1          20          0.04326          -0.89125          0.01886
-5          1          15          0.04198          -0.75705          0.01572
-5          1          10          0.03815          -0.62613          0.0124
-5          1          5          0.03193          -0.51045          0.00965
-5          1          0          0.02567          -0.41394          0.00745
-3          1          0          0.02577          -0.41549          0.00801
-3          1          5          0.03183          -0.51226          0.01034
-3          1          10          0.03775          -0.62821          0.01327
-3          1          15          0.04223          -0.75897          0.01665
-3          1          20          0.04266          -0.89309          0.02
-3          1          25          0.04016          -1.01547          0.02264
-3          1          30          0.0357          -1.11513          0.02431
-3          1          35          0.0307          -1.18909          0.02502
-3          1          40          0.02592          -1.24001          0.02508
-3          1          45          0.02205          -1.27393          0.02464
-3          1          50          0.01874          -1.29355          0.02389
-3          1          55          0.01566          -1.30165          0.02291
-3          1          60          0.01271          -1.29935          0.02211
-3          1          65          0.01057          -1.28755          0.02106
-3          1          70          0.0097          -1.26982          0.02025
-1          1          70          0.01009          -1.27484          0.02376
-1          1          65          0.011          -1.29344          0.02517
-1          1          60          0.01328          -1.30571          0.02652
-1          1          55          0.01616          -1.30841          0.02764
-1          1          50          0.01924          -1.29987          0.0285
-1          1          45          0.02255          -1.2793          0.02888
-1          1          40          0.02606          -1.2445          0.02883
-1          1          35          0.03056          -1.19193          0.02806
-1          1          30          0.03548          -1.1168          0.02656
-1          1          25          0.04036          -1.01665          0.0242
-1          1          20          0.04259          -0.89398          0.02114
-1          1          15          0.0413          -0.75988          0.01756
-1          1          10          0.03661          -0.62901          0.01406
-1          1          5          0.03136          -0.5131          0.01103
-1          1          0          0.02553          -0.41626          0.00855
1          1          0          0.02493          -0.41605          0.00906
1          1          5          0.03079          -0.51277          0.01167
1          1          10          0.03611          -0.6286          0.01485
1          1          15          0.04044          -0.75877          0.0185
1          1          20          0.0418          -0.89282          0.02232
1          1          25          0.03945          -1.01533          0.02587
1          1          30          0.03481          -1.11513          0.0288
1          1          35          0.03059          -1.19045          0.03104
1          1          40          0.02627          -1.24298          0.03241
1          1          45          0.02272          -1.27831          0.03295
1          1          50          0.01942          -1.29919          0.03284
1          1          55          0.01641          -1.30812          0.03213
1          1          60          0.01369          -1.30611          0.03084
1          1          65          0.01156          -1.29388          0.02906
1          1          70          0.01059          -1.27511          0.0271
3          1          70          0.01135          -1.27097          0.03031
3          1          65          0.01223          -1.2884          0.03279
3          1          60          0.0143          -1.29985          0.03482
3          1          55          0.01688          -1.30094          0.0364
3          1          50          0.01964          -1.29177          0.03704
3          1          45          0.02265          -1.2711          0.03687
3          1          40          0.02581          -1.2366          0.03583
3          1          35          0.02981          -1.18461          0.03389
3          1          30          0.03442          -1.11071          0.03098
3          1          25          0.03889          -1.01192          0.02745
3          1          20          0.04112          -0.89014          0.02345
3          1          15          0.03921          -0.7571          0.01936
3          1          10          0.03575          -0.62691          0.01563
3          1          5          0.03017          -0.51136          0.01226
3          1          0          0.02456          -0.41494          0.00954
5          1          0          0.02403          -0.41298          0.00995
5          1          5          0.02955          -0.50883          0.01278
5          1          10          0.03457          -0.62387          0.01624
5          1          15          0.03912          -0.75349          0.0202
5          1          20          0.03956          -0.88609          0.02445
5          1          25          0.03744          -1.00594          0.02889
5          1          30          0.0335          -1.10254          0.03318
5          1          35          0.02875          -1.17433          0.03666
5          1          40          0.02528          -1.22461          0.03904
5          1          45          0.02214          -1.25816          0.04044
5          1          50          0.01966          -1.27877          0.041
5          1          55          0.01717          -1.28803          0.04039
5          1          60          0.01483          -1.28724          0.03864
5          1          65          0.01306          -1.27757          0.03632
5          1          70          0.01219          -1.26176          0.03324
7          1          70          0.0132          -1.24802          0.03616
7          1          65          0.01403          -1.26051          0.03966
7          1          60          0.0155          -1.26813          0.04243
7          1          55          0.01733          -1.26706          0.04421
7          1          50          0.01937          -1.25755          0.04481
7          1          45          0.02165          -1.23815          0.04413
7          1          40          0.02453          -1.20673          0.04245
7          1          35          0.02796          -1.15928          0.03945
7          1          30          0.03174          -1.091          0.03525
7          1          25          0.03636          -0.99766          0.03053
7          1          20          0.03863          -0.88008          0.02539
7          1          15          0.03823          -0.74889          0.02084
7          1          10          0.03377          -0.61966          0.01674
7          1          5          0.02864          -0.50526          0.01318
7          1          0          0.02337          -0.41007          0.01024
9          1          0          0.02296          -0.40639          0.01054
9          1          5          0.02811          -0.50066          0.01359
9          1          10          0.03311          -0.61409          0.01723
9          1          15          0.03713          -0.74251          0.02138
9          1          20          0.03693          -0.87231          0.02624
9          1          25          0.0345          -0.9864          0.03205
9          1          30          0.03047          -1.07545          0.03778
9          1          35          0.0264          -1.13872          0.04223
9          1          40          0.02321          -1.18256          0.04578
9          1          45          0.021          -1.2117          0.04788
9          1          50          0.01917          -1.22966          0.04854
9          1          55          0.01743          -1.23937          0.04807
9          1          60          0.0161          -1.24191          0.0462
9          1          65          0.01503          -1.23788          0.04272
9          1          70          0.01444          -1.22936          0.03877
11          1          70          0.01581          -1.20591          0.0414
11          1          65          0.01632          -1.20891          0.04602
11          1          60          0.01683          -1.20915          0.04988
11          1          55          0.01759          -1.20481          0.0518
11          1          50          0.0187          -1.19496          0.05197
11          1          45          0.02024          -1.17839          0.05141
11          1          40          0.02213          -1.1528          0.04942
11          1          35          0.02442          -1.11293          0.04536
11          1          30          0.0282          -1.05494          0.04027
11          1          25          0.03211          -0.97226          0.03332
11          1          20          0.03584          -0.86269          0.0268
11          1          15          0.036          -0.73468          0.0217
11          1          10          0.03247          -0.60729          0.01754
11          1          5          0.02731          -0.49487          0.01389
11          1          0          0.02215          -0.40181          0.0108
13          1          0          0.02145          -0.39632          0.01097
13          1          5          0.02597          -0.48804          0.01403
13          1          10          0.03115          -0.59914          0.0177
13          1          15          0.03433          -0.72577          0.02144
13          1          20          0.03379          -0.85162          0.02671
13          1          25          0.02967          -0.95542          0.0348
13          1          30          0.02533          -1.03022          0.0429
13          1          35          0.02255          -1.08143          0.04865
13          1          40          0.0207          -1.11576          0.05295
13          1          45          0.01934          -1.13869          0.05529
13          1          50          0.01835          -1.15352          0.05636
13          1          55          0.01769          -1.16324          0.05541
13          1          60          0.01758          -1.16981          0.0533
13          1          65          0.01789          -1.17468          0.04934
13          1          70          0.01749          -1.17744          0.04367
15          1          70          0.01953          -1.14549          0.0458
15          1          65          0.01965          -1.13472          0.05251
15          1          60          0.01858          -1.12456          0.0575
15          1          55          0.01781          -1.11579          0.05955
15          1          50          0.01775          -1.10616          0.06054
15          1          45          0.01809          -1.0927          0.05896
15          1          40          0.01906          -1.07381          0.05666
15          1          35          0.02041          -1.04486          0.0527
15          1          30          0.02246          -1.00156          0.04615
15          1          25          0.02544          -0.93614          0.03535
15          1          20          0.03153          -0.83988          0.02525
15          1          15          0.03417          -0.71569          0.02085
15          1          10          0.03055          -0.58964          0.0177
15          1          5          0.02524          -0.48016          0.01414
15          1          0          0.02079          -0.38999          0.01105
-13          3          0          0.05989          -0.39563          -0.00044
-13          3          5          0.07465          -0.48855          -0.00008
-13          3          10          0.0897          -0.60301          0.00176
-13          3          15          0.09991          -0.73718          0.00656
-13          3          20          0.09514          -0.87506          0.01083
-13          3          25          0.07547          -0.98902          0.00605
-13          3          30          0.05542          -1.0678          -0.00617
-13          3          35          0.04009          -1.11761          -0.01912
-13          3          40          0.02929          -1.14791          -0.02952
-13          3          45          0.02168          -1.16517          -0.0375
-13          3          50          0.01679          -1.17406          -0.04345
-13          3          55          0.01363          -1.17811          -0.04591
-13          3          60          0.01255          -1.17929          -0.04513
-13          3          65          0.01261          -1.18048          -0.03813
-13          3          70          0.01119          -1.18058          -0.02782
-11          3          70          0.00783          -1.20889          -0.02035
-11          3          65          0.00949          -1.21552          -0.02829
-11          3          60          0.01145          -1.21887          -0.03407
-11          3          55          0.01441          -1.21855          -0.03479
-11          3          50          0.0189          -1.21374          -0.03255
-11          3          45          0.02485          -1.2016          -0.02714
-11          3          40          0.03322          -1.17948          -0.01993
-11          3          35          0.04484          -1.14296          -0.01087
-11          3          30          0.06042          -1.08527          -0.0007
-11          3          25          0.07928          -0.99893          0.00814
-11          3          20          0.09562          -0.88084          0.01101
-11          3          15          0.0989          -0.7437          0.00785
-11          3          10          0.08962          -0.61008          0.0038
-11          3          5          0.07464          -0.49494          0.00183
-11          3          0          0.06017          -0.40088          0.00104
-9          3          0          0.06054          -0.40503          0.00251
-9          3          5          0.07441          -0.50021          0.0036
-9          3          10          0.08894          -0.61589          0.00589
-9          3          15          0.09828          -0.74928          0.00942
-9          3          20          0.0962          -0.88653          0.01228
-9          3          25          0.08205          -1.00749          0.01079
-9          3          30          0.06464          -1.09965          0.00476
-9          3          35          0.04875          -1.16343          -0.00292
-9          3          40          0.03677          -1.20559          -0.01005
-9          3          45          0.0276          -1.23152          -0.01631
-9          3          50          0.02074          -1.24619          -0.0208
-9          3          55          0.01507          -1.25232          -0.0227
-9          3          60          0.01058          -1.25148          -0.02194
-9          3          65          0.00718          -1.24399          -0.01833
-9          3          70          0.00531          -1.23243          -0.01208
-7          3          70          0.00343          -1.25164          -0.00389
-7          3          65          0.00554          -1.26724          -0.0077
-7          3          60          0.00996          -1.27697          -0.01027
-7          3          55          0.01578          -1.27938          -0.0106
-7          3          50          0.02232          -1.27254          -0.00863
-7          3          45          0.02999          -1.25569          -0.00513
-7          3          40          0.03941          -1.22592          -0.00038
-7          3          35          0.0521          -1.17962          0.00508
-7          3          30          0.06754          -1.1107          0.01023
-7          3          25          0.08401          -1.01423          0.01398
-7          3          20          0.09646          -0.89114          0.01412
-7          3          15          0.09753          -0.75369          0.01126
-7          3          10          0.08879          -0.62066          0.00786
-7          3          5          0.07459          -0.50435          0.00546
-7          3          0          0.06058          -0.40853          0.00397
-5          3          0          0.06078          -0.41105          0.00542
-5          3          5          0.07495          -0.50748          0.00722
-5          3          10          0.08868          -0.62399          0.0099
-5          3          15          0.09748          -0.75698          0.01336
-5          3          20          0.09603          -0.89442          0.01644
-5          3          25          0.08551          -1.01889          0.01742
-5          3          30          0.06953          -1.11847          0.01587
-5          3          35          0.05433          -1.19081          0.01267
-5          3          40          0.04147          -1.24061          0.0092
-5          3          45          0.03178          -1.27253          0.0058
-5          3          50          0.02355          -1.29154          0.00297
-5          3          55          0.01629          -1.29908          0.00158
-5          3          60          0.00965          -1.29628          0.00116
-5          3          65          0.00449          -1.28422          0.00255
-5          3          70          0.00227          -1.26605          0.00442
-3          3          70          0.00171          -1.27576          0.01291
-3          3          65          0.00406          -1.29584          0.01252
-3          3          60          0.00968          -1.3094          0.01244
-3          3          55          0.0168          -1.31211          0.01325
-3          3          50          0.02446          -1.30385          0.01469
-3          3          45          0.03279          -1.28374          0.01655
-3          3          40          0.04277          -1.24965          0.01852
-3          3          35          0.05577          -1.19758          0.02023
-3          3          30          0.07086          -1.12304          0.02132
-3          3          25          0.0862          -1.02176          0.02106
-3          3          20          0.09597          -0.89616          0.01898
-3          3          15          0.09649          -0.75884          0.01559
-3          3          10          0.08782          -0.62599          0.01197
-3          3          5          0.07434          -0.50934          0.0091
-3          3          0          0.06084          -0.41262          0.00684
-1          3          0          0.06045          -0.41341          0.00833
-1          3          5          0.07396          -0.51015          0.01084
-1          3          10          0.08729          -0.62676          0.01405
-1          3          15          0.09605          -0.75957          0.01775
-1          3          20          0.09573          -0.89691          0.02156
-1          3          25          0.08609          -1.02238          0.02468
-1          3          30          0.07104          -1.12443          0.02668
-1          3          35          0.05632          -1.2007          0.02749
-1          3          40          0.04358          -1.2537          0.02759
-1          3          45          0.0336          -1.28876          0.0269
-1          3          50          0.02518          -1.30957          0.02582
-1          3          55          0.01741          -1.31854          0.02458
-1          3          60          0.01004          -1.31568          0.02331
-1          3          65          0.00417          -1.30167          0.02212
-1          3          70          0.00173          -1.28092          0.02095
1          3          70          0.00228          -1.28116          0.02912
1          3          65          0.00475          -1.30191          0.03163
1          3          60          0.0106          -1.31525          0.03397
1          3          55          0.01791          -1.31851          0.03578
1          3          50          0.02555          -1.30907          0.03685
1          3          45          0.03399          -1.28799          0.03714
1          3          40          0.04385          -1.25229          0.03655
1          3          35          0.05614          -1.19921          0.03478
1          3          30          0.07078          -1.12313          0.03208
1          3          25          0.08525          -1.02132          0.02846
1          3          20          0.09478          -0.89591          0.02433
1          3          15          0.09536          -0.75891          0.02
1          3          10          0.08659          -0.62636          0.01605
1          3          5          0.07316          -0.51013          0.01259
1          3          0          0.05994          -0.41321          0.00974
3          3          0          0.05955          -0.4121          0.0111
3          3          5          0.0726          -0.50857          0.01429
3          3          10          0.08583          -0.62472          0.01803
3          3          15          0.09431          -0.75693          0.02226
3          3          20          0.09313          -0.89303          0.02702
3          3          25          0.08361          -1.01762          0.03229
3          3          30          0.06925          -1.11831          0.03754
3          3          35          0.05504          -1.19318          0.04212
3          3          40          0.04321          -1.24581          0.04537
3          3          45          0.03349          -1.28038          0.04712
3          3          50          0.02559          -1.30156          0.04773
3          3          55          0.01833          -1.31118          0.04685
3          3          60          0.01138          -1.30908          0.04446
3          3          65          0.00583          -1.29662          0.04097
3          3          70          0.00337          -1.27727          0.037
5          3          70          0.00496          -1.26787          0.04483
5          3          65          0.00738          -1.28549          0.05024
5          3          60          0.01251          -1.29625          0.05497
5          3          55          0.01878          -1.29719          0.05774
5          3          50          0.02558          -1.2879          0.05843
5          3          45          0.03303          -1.26729          0.05747
5          3          40          0.04204          -1.23379          0.05452
5          3          35          0.05333          -1.18344          0.04959
5          3          30          0.06767          -1.11095          0.04334
5          3          25          0.08233          -1.01208          0.03633
5          3          20          0.09243          -0.88927          0.02985
5          3          15          0.09318          -0.75357          0.02454
5          3          10          0.08501          -0.62172          0.01999
5          3          5          0.07195          -0.50607          0.01591
5          3          0          0.05894          -0.4102          0.01244
7          3          0          0.05796          -0.40735          0.01365
7          3          5          0.07124          -0.50241          0.01746
7          3          10          0.08397          -0.61737          0.02181
7          3          15          0.09203          -0.74855          0.02668
7          3          20          0.09012          -0.88322          0.03251
7          3          25          0.0795          -1.00367          0.04046
7          3          30          0.06434          -1.09891          0.04934
7          3          35          0.05084          -1.16782          0.05761
7          3          40          0.04013          -1.2158          0.06375
7          3          45          0.03184          -1.24763          0.06763
7          3          50          0.02513          -1.26682          0.0693
7          3          55          0.01933          -1.27647          0.06862
7          3          60          0.01392          -1.2768          0.06537
7          3          65          0.0095          -1.26836          0.05959
7          3          70          0.00727          -1.2539          0.05255
9          3          70          0.01007          -1.23502          0.06019
9          3          65          0.0122          -1.24544          0.06917
9          3          60          0.01558          -1.2503          0.07587
9          3          55          0.01978          -1.24828          0.07981
9          3          50          0.02471          -1.23891          0.08023
9          3          45          0.03026          -1.22095          0.07787
9          3          40          0.03754          -1.19145          0.0731
9          3          35          0.04781          -1.14786          0.06591
9          3          30          0.06076          -1.08333          0.05583
9          3          25          0.07606          -0.99302          0.04484
9          3          20          0.08819          -0.8756          0.03518
9          3          15          0.09036          -0.74228          0.02858
9          3          10          0.08214          -0.61186          0.02356
9          3          5          0.0694          -0.49774          0.01895
9          3          0          0.05704          -0.40353          0.01478
11          3          0          0.05579          -0.3989          0.01588
11          3          5          0.06868          -0.49176          0.02027
11          3          10          0.08115          -0.60477          0.02519
11          3          15          0.08863          -0.73426          0.03019
11          3          20          0.08451          -0.86616          0.03747
11          3          25          0.07154          -0.97922          0.04921
11          3          30          0.05589          -1.06334          0.06267
11          3          35          0.04389          -1.12211          0.07442
11          3          40          0.03492          -1.16141          0.08323
11          3          45          0.02859          -1.18732          0.08876
11          3          50          0.02383          -1.20368          0.09084
11          3          55          0.02027          -1.21326          0.09046
11          3          60          0.01745          -1.21693          0.08583
11          3          65          0.01534          -1.21597          0.07785
11          3          70          0.01358          -1.21134          0.06723
13          3          70          0.01782          -1.18289          0.07422
13          3          65          0.01932          -1.18081          0.08666
13          3          60          0.01961          -1.17686          0.09609
13          3          55          0.0207          -1.17093          0.10069
13          3          50          0.023          -1.16149          0.10107
13          3          45          0.02641          -1.14692          0.09878
13          3          40          0.03165          -1.12455          0.09288
13          3          35          0.03946          -1.09054          0.08349
13          3          30          0.05038          -1.03871          0.06991
13          3          25          0.06544          -0.96179          0.05339
13          3          20          0.08145          -0.85486          0.03876
13          3          15          0.08697          -0.72515          0.0314
13          3          10          0.07951          -0.59647          0.02662
13          3          5          0.06717          -0.48502          0.02158
13          3          0          0.05458          -0.39356          0.01691
-13          5          0          0.09307          -0.39053          -0.00601
-13          5          5          0.11569          -0.48282          -0.00708
-13          5          10          0.14052          -0.59816          -0.00605
-13          5          15          0.15713          -0.73628          -0.00062
-13          5          20          0.14861          -0.88199          0.00505
-13          5          25          0.11453          -1.00263          -0.00414
-13          5          30          0.08055          -1.08402          -0.02585
-13          5          35          0.05581          -1.13446          -0.04724
-13          5          40          0.03871          -1.16451          -0.06492
-13          5          45          0.02706          -1.18116          -0.07852
-13          5          50          0.01944          -1.1895          -0.08744
-13          5          55          0.01475          -1.19319          -0.09143
-13          5          60          0.01293          -1.19327          -0.08872
-13          5          65          0.01288          -1.19243          -0.07663
-13          5          70          0.0103          -1.19014          -0.05826
-11          5          70          0.00428          -1.21927          -0.04637
-11          5          65          0.00726          -1.22915          -0.06049
-11          5          60          0.01069          -1.23468          -0.07074
-11          5          55          0.01547          -1.23562          -0.07255
-11          5          50          0.0225          -1.23084          -0.06926
-11          5          45          0.03172          -1.21902          -0.06079
-11          5          40          0.04505          -1.1971          -0.04924
-11          5          35          0.06354          -1.1604          -0.03411
-11          5          30          0.08924          -1.10149          -0.01653
-11          5          25          0.12121          -1.0123          -0.00076
-11          5          20          0.14934          -0.88793          0.00555
-11          5          15          0.15594          -0.74323          0.00173
-11          5          10          0.14024          -0.60549          -0.00268
-11          5          5          0.11667          -0.48937          -0.00409
-11          5          0          0.09383          -0.39562          -0.00369
-9          5          0          0.09479          -0.39987          -0.00136
-9          5          5          0.11741          -0.49463          -0.00113
-9          5          10          0.13974          -0.61161          0.00063
-9          5          15          0.15496          -0.74904          0.0044
-9          5          20          0.15014          -0.8931          0.00758
-9          5          25          0.12606          -1.02032          0.00367
-9          5          30          0.09599          -1.11604          -0.00749
-9          5          35          0.07023          -1.18146          -0.02107
-9          5          40          0.05047          -1.22365          -0.03353
-9          5          45          0.03576          -1.24983          -0.04313
-9          5          50          0.02508          -1.26457          -0.05026
-9          5          55          0.0163          -1.27075          -0.05372
-9          5          60          0.00879          -1.26837          -0.05187
-9          5          65          0.0029          -1.25848          -0.04416
-9          5          70          -0.00035          -1.24359          -0.03399
-7          5          70          -0.00385          -1.26268          -0.02052
-7          5          65          -0.00028          -1.28195          -0.02775
-7          5          60          0.00743          -1.29482          -0.03295
-7          5          55          0.01685          -1.29785          -0.03386
-7          5          50          0.02718          -1.29096          -0.03109
-7          5          45          0.0393          -1.27393          -0.0257
-7          5          40          0.05487          -1.24406          -0.01768
-7          5          35          0.07527          -1.19689          -0.00826
-7          5          30          0.10082          -1.12627          0.00142
-7          5          25          0.12948          -1.02661          0.00881
-7          5          20          0.15122          -0.89762          0.01059
-7          5          15          0.15395          -0.75382          0.00764
-7          5          10          0.1399          -0.61639          0.00393
-7          5          5          0.11731          -0.49911          0.00183
-7          5          0          0.09499          -0.40339          0.001
-5          5          0          0.0955          -0.40593          0.00333
-5          5          5          0.11711          -0.50221          0.00476
-5          5          10          0.13898          -0.6201          0.00726
-5          5          15          0.15351          -0.75711          0.01091
-5          5          20          0.15148          -0.90081          0.01419
-5          5          25          0.13177          -1.03087          0.01411
-5          5          30          0.1046          -1.13366          0.01013
-5          5          35          0.07869          -1.20777          0.00403
-5          5          40          0.05786          -1.25847          -0.00234
-5          5          45          0.04198          -1.29122          -0.00807
-5          5          50          0.02901          -1.31025          -0.01252
-5          5          55          0.01743          -1.31794          -0.01487
-5          5          60          0.00646          -1.31407          -0.01452
-5          5          65          -0.00238          -1.29931          -0.01179
-5          5          70          -0.00617          -1.27711          -0.00751
-3          5          70          -0.00748          -1.28673          0.00557
-3          5          65          -0.00353          -1.31098          0.00397
-3          5          60          0.00617          -1.32689          0.00308
-3          5          55          0.01797          -1.33085          0.00377
-3          5          50          0.03031          -1.32238          0.00573
-3          5          45          0.04369          -1.30155          0.00877
-3          5          40          0.06011          -1.26713          0.0123
-3          5          35          0.08123          -1.21446          0.01576
-3          5          30          0.10673          -1.13815          0.01863
-3          5          25          0.13313          -1.03337          0.01973
-3          5          20          0.151          -0.90236          0.0181
-3          5          15          0.15314          -0.75911          0.01438
-3          5          10          0.13875          -0.62209          0.01058
-3          5          5          0.11736          -0.50403          0.00773
-3          5          0          0.09542          -0.40753          0.00572
-1          5          0          0.09517          -0.40837          0.00807
-1          5          5          0.11667          -0.50494          0.01057
-1          5          10          0.13813          -0.623          0.01388
-1          5          15          0.15246          -0.75974          0.01792
-1          5          20          0.15027          -0.9027          0.02214
-1          5          25          0.13258          -1.03386          0.02531
-1          5          30          0.10747          -1.13932          0.02697
-1          5          35          0.08223          -1.21691          0.02724
-1          5          40          0.0613          -1.27076          0.02656
-1          5          45          0.04503          -1.30687          0.02519
-1          5          50          0.03114          -1.32799          0.02366
-1          5          55          0.01848          -1.33668          0.02193
-1          5          60          0.00631          -1.33275          0.02044
-1          5          65          -0.00377          -1.31652          0.0193
-1          5          70          -0.00784          -1.29115          0.01851
1          5          70          -0.00724          -1.29154          0.03126
1          5          65          -0.00313          -1.31655          0.03439
1          5          60          0.00693          -1.33274          0.03741
1          5          55          0.01916          -1.33639          0.03975
1          5          50          0.03156          -1.32701          0.04116
1          5          45          0.04523          -1.30531          0.04146
